"Name","City (HappyCow)","County","Veg Type","Status","Address","Phone","Website","HappyCow URL","Review Count","Description","In App","App Name"
"Baba's Pierogies","Delray Beach","Palm Beach County","Vegan","Closed","1880 Dr Andres Way, Unit C, Delray Beach, Florida, USA, 33445","+1-561-789-3840","https://www.babapierogies.com/","https://www.happycow.net/reviews/babas-pierogies-delray-beach-457378","6","Reviews of vegan-friendly restaurant Baba's Pierogies in Delray Beach, Florida, USA 'There’s a fair amount of vegan and gluten free options. I only tried pierogies. The savory pierogies were pretty basic, I wish they had salt or pepper. I'","No",""
"Field of Greens","West Palm Beach","Palm Beach County","Vegetarian","Closed","412 N Clematis St, West Palm Beach, Florida, USA, 33401","+1-561-820-2465","http://fieldofgreensonline.com/","https://www.happycow.net/reviews/field-of-greens-west-palm-beach-20456","15","Reviews of vegan-friendly restaurant Field of Greens in West Palm Beach, Florida, USA","No",""
"FiWe","West Palm Beach","Palm Beach County","Vegan","Closed","410 Evernia St Unit 108 (at S Quadrille Blvd), West Palm Beach, Florida, USA, 33401","+1-561-248-2065","https://www.fiweja.com/","https://www.happycow.net/reviews/fiwe-west-palm-beach-190431","4","Reviews of vegan-friendly restaurant FiWe in West Palm Beach, Florida, USA 'Come in for lovely vibes and great food! Chefs can accommodate special requests including vegan... Mention @jahmexi and get 10% off your visit! Great for private'","No",""
"Fresh Element","West Palm Beach","Palm Beach County","Vegan","Unknown","711 Village Blvd Ste 103, West Palm Beach, Florida, USA, 33409","+1-561-683-1028","http://www.freshelementwpb.com/","https://www.happycow.net/reviews/fresh-element-west-palm-beach-110925","2","Reviews of vegan-friendly restaurant Fresh Element in West Palm Beach, Florida, USA '**CAUTION** I WAS TOLD THE ONLY VEGAN SAUCES ARE TERRIYAKI AND SWEET AND SOUR. THERE ARE MANY OPTIONS THAT SEEM VEGAN BUT CONTAIN CHICKEN BROTH OR FISH.'","No",""
"Got Rice","West Palm Beach","Palm Beach County","Vegan","Closed","4619 Okechobee Blvd Ste 103, West Palm Beach, Florida, USA, 33417","+1-561-907-6888","https://leafletjs.com/","https://www.happycow.net/reviews/got-rice-west-palm-beach-48227","9","Reviews of vegan-friendly restaurant Got Rice in West Palm Beach, Florida, USA 'Food was very good, fresh ingredients, flavorful. The general tso could have used more spice (selected medium) but it tasted good. Veggies cooked properly'","No",""
"Grilled Cheese Gallery","West Palm Beach","Palm Beach County","Vegan","Unknown","430 Northwood Rd, West Palm Beach, Florida, USA, 33407","+1-561-628-2466","https://leafletjs.com/","https://www.happycow.net/reviews/grilled-cheese-gallery-west-palm-beach-76396","5","Reviews of vegan-friendly restaurant Grilled Cheese Gallery in West Palm Beach, Florida, USA","No",""
"Howley's","West Palm Beach","Palm Beach County","Vegan","Open","4700 South Dixie Highway, West Palm Beach, Florida, USA, 33405","+1-561-833-5691","http://www.howleyswpb.com/","https://www.happycow.net/reviews/howleys-west-palm-beach-201621","3","Reviews of vegan-friendly restaurant Howley's in West Palm Beach, Florida, USA","No",""
"Cucina Pizza by Design","West Palm Beach","Palm Beach County","","Unknown","","","http://www.cucinapizza.com/","https://www.happycow.net/reviews/cucina-pizza-by-design-west-palm-beach-447824","","Vegan-friendly restaurant Cucina Pizza by Design - Maybe closed in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Dr Limon","West Palm Beach","Palm Beach County","","Unknown","","","https://www.doctorlimon.com/","https://www.happycow.net/reviews/dr-limon-ceviche-bar-west-palm-beach-331663","","Vegan-friendly restaurant Dr Limon - Ceviche Bar in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"E.R. Bradley's Saloon","West Palm Beach","Palm Beach County","","Unknown","","","https://www.erbradleys.com/","https://www.happycow.net/reviews/e-r-bradleys-saloon-west-palm-beach-326705","","Reviews of vegan-friendly restaurant E.R. Bradley's Saloon in West Palm Beach, Florida, USA 'A waterfront institution in the heart of West Palm Beach Florida, has an impossible meat taco platter that is hard to beat. The meat is nicely'","No",""
"Golden Krust","West Palm Beach","Palm Beach County","","Unknown","","","https://www.goldenkrust.com/","https://www.happycow.net/reviews/golden-krust-west-palm-beach-261002","","Reviews of vegan-friendly restaurant Golden Krust in West Palm Beach, Florida, USA","No",""
"Indus Indian and Herbal Cusine","West Palm Beach","Palm Beach County","","Unknown","","","http://www.indusdine.com/","https://www.happycow.net/reviews/indus-indian-and-herbal-cusine-west-palm-beach-30826","","Reviews of vegan-friendly restaurant Indus Indian and Herbal Cusine in West Palm Beach, Florida, USA","No",""
"Jo Bistro","West Palm Beach","Palm Beach County","","Unknown","","","http://www.jobistro.com/","https://www.happycow.net/reviews/jo-bistro-west-palm-beach-124735","","Reviews of vegan-friendly restaurant Jo Bistro in West Palm Beach, Florida, USA","No",""
"Joy Noodles and Asian Cuisine","West Palm Beach","Palm Beach County","","Unknown","","","http://www.joynoodles.net/","https://www.happycow.net/reviews/joy-noodles-and-asian-cuisine-west-palm-beach-46003","","Reviews of vegan-friendly restaurant Joy Noodles and Asian Cuisine in West Palm Beach, Florida, USA 'We loved all the noodle and stir fry options, with choices of steamed or fried tofu, or vegetables. I only wish the menu was more clear'","Yes","Joy Noodles"
"La Vie Lebanese Cuisine","West Palm Beach","Palm Beach County","","Unknown","","","https://www.lavieflorida.com/","https://www.happycow.net/reviews/la-vie-lebanese-cuisine-west-palm-beach-459883","","Reviews of vegan-friendly restaurant La Vie Lebanese Cuisine in West Palm Beach, Florida, USA 'Play some surprised passing this thousands of times on the street and finally deciding to come in and check it out. Very cool atmosphere inside.'","Yes","La Vie"
"Malakor Thai Cafe","West Palm Beach","Palm Beach County","","Unknown","","","http://www.malakor.com/","https://www.happycow.net/reviews/malakor-thai-cafe-west-palm-beach-266616","","Reviews of vegan-friendly restaurant Malakor Thai Cafe in West Palm Beach, Florida, USA","No",""
"Mama Bella Gourmet Market","West Palm Beach","Palm Beach County","","Unknown","","","https://mamabellacafe.com/","https://www.happycow.net/reviews/mama-bella-gourmet-market-west-palm-beach-381596","","Reviews of vegan-friendly restaurant Mama Bella Gourmet Market in West Palm Beach, Florida, USA","No",""
"Mediterranean Market and Bakery","West Palm Beach","Palm Beach County","","Unknown","","","https://leafletjs.com/","https://www.happycow.net/reviews/mediterranean-market-and-bakery-west-palm-beach-48225","","Reviews of vegan-friendly restaurant Mediterranean Market and Bakery in West Palm Beach, Florida, USA 'I’m a local here and this place is just fantastic for vegans. Yes they serve meat and cheese, but their vegan items are the best Middle'","No",""
"Mestizo Fusion Cuisine","West Palm Beach","Palm Beach County","","Unknown","","","https://leafletjs.com/","https://www.happycow.net/reviews/mestizo-west-palm-beach-146514","","Reviews of vegan-friendly restaurant Mestizo Fusion Cuisine in West Palm Beach, Florida, USA 'Vegan options were unreal. So delicious. I was told that the non-vegan options were also amazing and the entire table was very happy ✨'","Yes","Mestizo"
"Nomad@Sean Rush","West Palm Beach","Palm Beach County","","Unknown","","","https://nomad.seanrush.com/","https://www.happycow.net/reviews/nomadatsean-rush-west-palm-beach-331220","","Reviews of vegan-friendly restaurant Nomad@Sean Rush in West Palm Beach, Florida, USA 'To my delight, the new (vegan!) chef has changed the menu to mostly vegan and vegetarian (still some omnivore items, so it’s great for a mixed group). '","No",""
"Queen of Sheeba","West Palm Beach","Palm Beach County","","Unknown","","","https://www.queenofsheebawpb.com/","https://www.happycow.net/reviews/queen-of-sheeba-west-palm-beach-63095","","Reviews of vegan-friendly restaurant Queen of Sheeba in West Palm Beach, Florida, USA 'Wonderful friendly service, had great recommendations for vegan options and for people new to Ethiopian cuisine! Everything was super delicious and'","No",""
"Rama V Thai & Sushi","West Palm Beach","Palm Beach County","","Unknown","","","http://www.ramafivewpb.com/","https://www.happycow.net/reviews/rama-v-thai-and-sushi-west-palm-beach-86191","","Reviews of vegan-friendly restaurant Rama V Thai & Sushi in West Palm Beach, Florida, USA","No",""
"The Little Greek Market","West Palm Beach","Palm Beach County","","Unknown","","","https://www.thelittlegreekmarket.com/","https://www.happycow.net/reviews/the-little-greek-market-west-palm-beach-499403","","Reviews of vegan store The Little Greek Market in West Palm Beach, Florida, USA 'I decided to venture into this little mom and pop market out of curiosity. When I got inside, I was very pleasantly surprised at all the vegan options. They'","No",""
"Bamboo Fire Cafe","Delray Beach","Palm Beach County","","Unknown","","","https://leafletjs.com/","https://www.happycow.net/reviews/bamboo-fire-cafe-delray-beach-40208","","Reviews of vegan-friendly restaurant Bamboo Fire Cafe in Delray Beach, Florida, USA 'Service was good until they got busy and then they turned on a loud basketball game which ruined the setting. But the food was good and fun for a change'","No",""
"CAVA","Delray Beach","Palm Beach County","","Unknown","","","https://www.doordash.com/store/cava-delray-beach-35742529/?utm_campaign=gpa","https://www.happycow.net/reviews/cava-delray-beach-491679","","Vegan-friendly restaurant CAVA in Delray Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Kouun Asian Eatery","West Palm Beach","Palm Beach County","Vegan","Closed","807 Belvedere Rd, West Palm Beach, Florida, USA, 33405","+1-561-619-8886","https://www.doordash.com/store/kouun-asian-eatery-west-palm-beach-39967925/95587748","https://www.happycow.net/reviews/kouun-asian-eatery-west-palm-beach-504102","","Vegan-friendly restaurant Kouun Asian Eatery in West Palm Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Dope Vegan","West Palm Beach","Palm Beach County","Vegan","Closed","175 N Military Trail, West Palm Beach, Florida, USA, 33415","+1-561-788-5139","http://www.eatdopevegan.com/","https://www.happycow.net/reviews/dope-vegan-west-palm-beach-311144","21","Reviews of vegan-friendly food truck Dope Vegan in West Palm Beach, Florida, USA 'The food is delicious! The staff is amazing! So many options!!!'","Yes","Dope Vegan"
"Superfit Gym","West Palm Beach","Palm Beach County","Vegan","Unknown","8233 Gator Lane, West Palm Beach, Florida, USA, 33411","+1-954-258-6840","http://www.superfitvegan.com/","https://www.happycow.net/reviews/superfit-gym-west-palm-beach-96031","3","Reviews of vegan-friendly Superfit Gym in West Palm Beach, Florida, USA 'I love this gym , the owners Yvonne and Julien are skilled trainers, vegan food coaches, and animal sanctuary caregivers. I love the circuit classes with boxing. I am'","No",""
"Celis Juice Bar","Delray Beach","Palm Beach County","Vegan","Closed","335 East Linton Boulevard, Delray Beach, Florida, USA, 33483","+1-561-908-2585","https://www.ubereats.com/store/celis-juice-bar-delray/fsiEjzlgTAqU06x3dCGu_g?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/celis-juice-bar-delray-beach-491612","","Vegan-friendly restaurant Celis Juice Bar - Delray Beach in Delray Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Chipotle","Delray Beach","Palm Beach County","Vegan","Closed","520 Linton Blvd Ste 101, Delray Beach, Florida, USA, 33444","+1-561-276-2093","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/20/43/chain20_43_1528698783.jpeg","https://www.happycow.net/reviews/chipotle-delray-beach-129117","","Vegan-friendly restaurant Chipotle in Delray Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Cornell Café at Morikami Museum and Japanese Gardens","Delray Beach","Palm Beach County","Vegan","Closed","4000 Morikami Park Rd, Delray Beach, Florida, USA, 33446","+1-561-495-0233","http://www.morikami.org/","https://www.happycow.net/reviews/cornell-cafe-at-morikami-museum-and-japanese-gardens-delray-beach-324692","2","Reviews of vegan-friendly restaurant Cornell Café at Morikami Museum and Japanese Gardens in Delray Beach, Florida, USA 'I was informed that they use the same oil to fry pork and veggie foods such as tofu. '","No",""
"Santana's","Delray Beach","Palm Beach County","Vegan","Closed","1876 Dr Andres Way, Ste 102, Delray Beach, Florida, USA, 33445","+1-561-316-7771","http://santanasdelray.com/","https://www.happycow.net/reviews/santanas-delray-beach-453277","10","Reviews of vegan-friendly restaurant Santana's in Delray Beach, Florida, USA 'Delicious vegan options that did not disappoint.'","No",""
"The Gringo","Delray Beach","Palm Beach County","Vegan","Closed","916 SE Fifth Ave, Delray Beach, Florida, USA, 33483","+1-561-455-2533","https://www.thegringodelray.com/","https://www.happycow.net/reviews/the-gringo-delray-beach-355949","2","Reviews of vegan-friendly restaurant The Gringo in Delray Beach, Florida, USA 'I stopped in to grab a quick lunch while in the area. There’s a walk up window to order and picnic tables and a bench for seating. The owner was at the window'","No",""
"The Hampton Social","Delray Beach","Palm Beach County","Vegan","Closed","40 NE 7th Ave, Ste 100, Delray Beach, Florida, USA, 33483","+1-561-404-1155","https://www.thehamptonsocial.com/","https://www.happycow.net/reviews/the-hampton-social-delray-beach-433085","2","Reviews of vegan-friendly restaurant The Hampton Social in Delray Beach, Florida, USA 'We sat at the bar for lunch and got the Greek bowl which was 1 of 2 vegan-friendly options. I was surprised to find that it came with feta, so you need to'","No",""
"The Modern Rose","Delray Beach","Palm Beach County","Vegan","Closed","142 Southeast 6th Avenue, Delray Beach, Florida, USA, 33483","+1-561-266-3287","https://www.ubereats.com/store/the-modern-rose-delray-beach/NtPNdJ_dQD-uOXnDXh3UXA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/the-modern-rose-delray-beach-491866","5","Reviews of vegan-friendly restaurant The Modern Rose in Delray Beach, Florida, USA 'Loved this place, the ambiance is so fun and the food was great, solid vegan options. Will definitely be returning'","No",""
